Timestamp,Current (A),Voltage (V),Power Usage (kWh),On/Off
2023-01-22 12:00:00,0.0,0.0,0.0,0
2023-01-22 13:00:00,0.0,0.0,0.0,0
2023-01-22 14:00:00,0.0,0.0,0.0,0
2023-01-22 15:00:00,0.0,0.0,0.0,0
2023-01-22 16:00:00,0.32,236.37,0.075,1
2023-01-22 17:00:00,0.33,218.4,0.071,1
2023-01-22 18:00:00,0.0,0.0,0.0,0
2023-01-22 19:00:00,0.55,216.17,0.118,1
2023-01-22 20:00:00,0.54,220.73,0.118,1
2023-01-22 21:00:00,0.56,225.54,0.126,1
2023-01-22 22:00:00,0.58,212.14,0.123,1
2023-01-22 23:00:00,0.0,0.0,0.0,0
2023-01-23 00:00:00,0.43,216.05,0.093,1
2023-01-23 01:00:00,0.0,0.0,0.0,0
2023-01-23 02:00:00,0.31,226.1,0.07,1
2023-01-23 03:00:00,0.31,229.07,0.072,1
2023-01-23 04:00:00,0.0,0.0,0.0,0
2023-01-23 05:00:00,0.33,217.3,0.072,1
2023-01-23 06:00:00,0.0,0.0,0.0,0
2023-01-23 07:00:00,0.0,0.0,0.0,0
2023-01-23 08:00:00,0.35,227.04,0.08,1
2023-01-23 09:00:00,0.0,0.0,0.0,0
2023-01-23 10:00:00,0.36,213.72,0.077,1
2023-01-23 11:00:00,0.38,218.44,0.083,1
2023-01-23 12:00:00,0.5,226.4,0.113,1
2023-01-23 13:00:00,0.33,239.83,0.08,1
2023-01-23 14:00:00,0.45,221.3,0.1,1
2023-01-23 15:00:00,0.6,232.53,0.139,1
2023-01-23 16:00:00,0.32,238.52,0.077,1
2023-01-23 17:00:00,0.44,237.86,0.105,1
2023-01-23 18:00:00,0.49,215.31,0.106,1
2023-01-23 19:00:00,0.0,0.0,0.0,0
2023-01-23 20:00:00,0.0,0.0,0.0,0
2023-01-23 21:00:00,0.35,223.77,0.078,1
2023-01-23 22:00:00,0.41,230.07,0.094,1
2023-01-23 23:00:00,0.41,211.5,0.088,1
2023-01-24 00:00:00,0.42,221.4,0.092,1
2023-01-24 01:00:00,0.37,225.37,0.083,1
2023-01-24 02:00:00,0.51,219.79,0.112,1
2023-01-24 03:00:00,0.55,228.79,0.125,1
2023-01-24 04:00:00,0.35,218.27,0.077,1
2023-01-24 05:00:00,0.43,221.99,0.095,1
2023-01-24 06:00:00,0.0,0.0,0.0,0
2023-01-24 07:00:00,0.0,0.0,0.0,0
2023-01-24 08:00:00,0.58,235.12,0.136,1
2023-01-24 09:00:00,0.39,213.25,0.084,1
2023-01-24 10:00:00,0.31,212.54,0.066,1
2023-01-24 11:00:00,0.31,234.6,0.073,1
2023-01-24 12:00:00,0.55,212.71,0.118,1
2023-01-24 13:00:00,0.0,0.0,0.0,0
2023-01-24 14:00:00,0.57,225.94,0.129,1
2023-01-24 15:00:00,0.35,233.59,0.083,1
2023-01-24 16:00:00,0.0,0.0,0.0,0
2023-01-24 17:00:00,0.43,232.01,0.099,1
2023-01-24 18:00:00,0.0,0.0,0.0,0
2023-01-24 19:00:00,0.0,0.0,0.0,0
2023-01-24 20:00:00,0.0,0.0,0.0,0
2023-01-24 21:00:00,0.52,214.69,0.112,1
2023-01-24 22:00:00,0.5,211.48,0.106,1
2023-01-24 23:00:00,0.48,214.15,0.102,1
2023-01-25 00:00:00,0.0,0.0,0.0,0
2023-01-25 01:00:00,0.6,230.89,0.139,1
2023-01-25 02:00:00,0.45,230.16,0.102,1
2023-01-25 03:00:00,0.0,0.0,0.0,0
2023-01-25 04:00:00,0.42,221.71,0.093,1
2023-01-25 05:00:00,0.49,220.71,0.107,1
2023-01-25 06:00:00,0.0,0.0,0.0,0
2023-01-25 07:00:00,0.0,0.0,0.0,0
2023-01-25 08:00:00,0.54,231.69,0.125,1
2023-01-25 09:00:00,0.31,225.13,0.07,1
2023-01-25 10:00:00,0.0,0.0,0.0,0
2023-01-25 11:00:00,0.58,236.74,0.138,1
2023-01-25 12:00:00,0.31,218.24,0.067,1
2023-01-25 13:00:00,0.0,0.0,0.0,0
2023-01-25 14:00:00,0.3,216.69,0.066,1
2023-01-25 15:00:00,0.36,220.45,0.08,1
2023-01-25 16:00:00,0.32,230.64,0.073,1
2023-01-25 17:00:00,0.0,0.0,0.0,0
2023-01-25 18:00:00,0.46,221.14,0.103,1
2023-01-25 19:00:00,0.49,232.01,0.113,1
2023-01-25 20:00:00,0.0,0.0,0.0,0
2023-01-25 21:00:00,0.0,0.0,0.0,0
2023-01-25 22:00:00,0.39,218.87,0.086,1
2023-01-25 23:00:00,0.33,228.34,0.076,1
2023-01-26 00:00:00,0.46,217.68,0.101,1
2023-01-26 01:00:00,0.0,0.0,0.0,0
2023-01-26 02:00:00,0.0,0.0,0.0,0
2023-01-26 03:00:00,0.0,0.0,0.0,0
2023-01-26 04:00:00,0.44,221.74,0.099,1
2023-01-26 05:00:00,0.4,227.98,0.092,1
2023-01-26 06:00:00,0.45,230.34,0.103,1
2023-01-26 07:00:00,0.57,216.23,0.122,1
2023-01-26 08:00:00,0.0,0.0,0.0,0
2023-01-26 09:00:00,0.0,0.0,0.0,0
2023-01-26 10:00:00,0.0,0.0,0.0,0
2023-01-26 11:00:00,0.35,222.87,0.079,1
2023-01-26 12:00:00,0.4,214.04,0.085,1
2023-01-26 13:00:00,0.0,0.0,0.0,0
2023-01-26 14:00:00,0.31,237.98,0.075,1
2023-01-26 15:00:00,0.44,239.18,0.104,1
2023-01-26 16:00:00,0.0,0.0,0.0,0
2023-01-26 17:00:00,0.42,237.57,0.101,1
2023-01-26 18:00:00,0.0,0.0,0.0,0
2023-01-26 19:00:00,0.41,213.17,0.088,1
2023-01-26 20:00:00,0.0,0.0,0.0,0
2023-01-26 21:00:00,0.54,222.49,0.119,1
2023-01-26 22:00:00,0.43,213.79,0.091,1
2023-01-26 23:00:00,0.0,0.0,0.0,0
2023-01-27 00:00:00,0.57,215.21,0.124,1
2023-01-27 01:00:00,0.51,230.93,0.119,1
2023-01-27 02:00:00,0.45,231.63,0.103,1
2023-01-27 03:00:00,0.0,0.0,0.0,0
2023-01-27 04:00:00,0.0,0.0,0.0,0
2023-01-27 05:00:00,0.0,0.0,0.0,0
2023-01-27 06:00:00,0.0,0.0,0.0,0
2023-01-27 07:00:00,0.0,0.0,0.0,0
2023-01-27 08:00:00,0.4,228.68,0.091,1
2023-01-27 09:00:00,0.34,231.22,0.079,1
2023-01-27 10:00:00,0.47,212.0,0.099,1
2023-01-27 11:00:00,0.51,229.99,0.117,1
2023-01-27 12:00:00,0.47,225.67,0.107,1
2023-01-27 13:00:00,0.0,0.0,0.0,0
2023-01-27 14:00:00,0.0,0.0,0.0,0
2023-01-27 15:00:00,0.44,220.8,0.097,1
2023-01-27 16:00:00,0.0,0.0,0.0,0
2023-01-27 17:00:00,0.4,211.96,0.084,1
2023-01-27 18:00:00,0.0,0.0,0.0,0
2023-01-27 19:00:00,0.0,0.0,0.0,0
2023-01-27 20:00:00,0.0,0.0,0.0,0
2023-01-27 21:00:00,0.39,217.12,0.085,1
2023-01-27 22:00:00,0.54,222.76,0.12,1
2023-01-27 23:00:00,0.51,221.26,0.113,1
2023-01-28 00:00:00,0.49,216.31,0.107,1
2023-01-28 01:00:00,0.48,229.57,0.111,1
2023-01-28 02:00:00,0.0,0.0,0.0,0
2023-01-28 03:00:00,0.0,0.0,0.0,0
2023-01-28 04:00:00,0.0,0.0,0.0,0
2023-01-28 05:00:00,0.53,230.99,0.123,1
2023-01-28 06:00:00,0.0,0.0,0.0,0
2023-01-28 07:00:00,0.0,0.0,0.0,0
2023-01-28 08:00:00,0.35,220.57,0.077,1
2023-01-28 09:00:00,0.44,225.91,0.1,1
2023-01-28 10:00:00,0.0,0.0,0.0,0
2023-01-28 11:00:00,0.53,215.6,0.114,1
2023-01-28 12:00:00,0.0,0.0,0.0,0
2023-01-28 13:00:00,0.54,233.36,0.126,1
2023-01-28 14:00:00,0.46,219.89,0.1,1
2023-01-28 15:00:00,0.0,0.0,0.0,0
2023-01-28 16:00:00,0.4,214.2,0.086,1
2023-01-28 17:00:00,0.54,214.03,0.115,1
2023-01-28 18:00:00,0.42,216.06,0.09,1
2023-01-28 19:00:00,0.0,0.0,0.0,0
2023-01-28 20:00:00,0.49,213.73,0.104,1
2023-01-28 21:00:00,0.0,0.0,0.0,0
2023-01-28 22:00:00,0.3,221.98,0.067,1
2023-01-28 23:00:00,0.58,211.0,0.123,1
2023-01-29 00:00:00,0.43,220.71,0.095,1
2023-01-29 01:00:00,0.42,236.93,0.1,1
2023-01-29 02:00:00,0.56,237.2,0.133,1
2023-01-29 03:00:00,0.0,0.0,0.0,0
2023-01-29 04:00:00,0.0,0.0,0.0,0
2023-01-29 05:00:00,0.0,0.0,0.0,0
2023-01-29 06:00:00,0.56,239.34,0.134,1
2023-01-29 07:00:00,0.52,216.12,0.112,1
2023-01-29 08:00:00,0.0,0.0,0.0,0
2023-01-29 09:00:00,0.56,223.7,0.124,1
2023-01-29 10:00:00,0.41,216.44,0.088,1
2023-01-29 11:00:00,0.56,221.92,0.123,1
2023-01-29 12:00:00,0.0,0.0,0.0,0
2023-01-29 13:00:00,0.37,237.46,0.087,1
2023-01-29 14:00:00,0.32,220.1,0.071,1
2023-01-29 15:00:00,0.53,235.7,0.125,1
2023-01-29 16:00:00,0.0,0.0,0.0,0
2023-01-29 17:00:00,0.0,0.0,0.0,0
2023-01-29 18:00:00,0.0,0.0,0.0,0
2023-01-29 19:00:00,0.0,0.0,0.0,0
2023-01-29 20:00:00,0.0,0.0,0.0,0
2023-01-29 21:00:00,0.56,230.42,0.13,1
2023-01-29 22:00:00,0.44,228.78,0.1,1
2023-01-29 23:00:00,0.0,0.0,0.0,0
2023-01-30 00:00:00,0.0,0.0,0.0,0
2023-01-30 01:00:00,0.0,0.0,0.0,0
2023-01-30 02:00:00,0.47,214.23,0.101,1
2023-01-30 03:00:00,0.46,238.12,0.11,1
2023-01-30 04:00:00,0.47,228.58,0.107,1
2023-01-30 05:00:00,0.56,226.53,0.126,1
2023-01-30 06:00:00,0.59,213.08,0.127,1
2023-01-30 07:00:00,0.5,224.83,0.113,1
2023-01-30 08:00:00,0.0,0.0,0.0,0
2023-01-30 09:00:00,0.4,210.53,0.083,1
2023-01-30 10:00:00,0.3,211.86,0.064,1
2023-01-30 11:00:00,0.0,0.0,0.0,0
2023-01-30 12:00:00,0.34,228.64,0.077,1
2023-01-30 13:00:00,0.0,0.0,0.0,0
2023-01-30 14:00:00,0.36,226.1,0.081,1
2023-01-30 15:00:00,0.0,0.0,0.0,0
2023-01-30 16:00:00,0.47,227.57,0.108,1
2023-01-30 17:00:00,0.0,0.0,0.0,0
2023-01-30 18:00:00,0.55,239.76,0.133,1
2023-01-30 19:00:00,0.0,0.0,0.0,0
2023-01-30 20:00:00,0.32,228.83,0.073,1
2023-01-30 21:00:00,0.46,220.76,0.101,1
2023-01-30 22:00:00,0.33,228.67,0.075,1
2023-01-30 23:00:00,0.33,230.91,0.077,1
2023-01-31 00:00:00,0.0,0.0,0.0,0
2023-01-31 01:00:00,0.3,236.98,0.072,1
2023-01-31 02:00:00,0.0,0.0,0.0,0
2023-01-31 03:00:00,0.0,0.0,0.0,0
2023-01-31 04:00:00,0.0,0.0,0.0,0
2023-01-31 05:00:00,0.0,0.0,0.0,0
2023-01-31 06:00:00,0.5,210.28,0.106,1
2023-01-31 07:00:00,0.38,214.83,0.083,1
2023-01-31 08:00:00,0.59,226.79,0.133,1
2023-01-31 09:00:00,0.43,238.82,0.103,1
2023-01-31 10:00:00,0.37,228.21,0.085,1
2023-01-31 11:00:00,0.0,0.0,0.0,0
2023-01-31 12:00:00,0.52,230.88,0.121,1
2023-01-31 13:00:00,0.57,210.74,0.121,1
2023-01-31 14:00:00,0.52,237.63,0.123,1
2023-01-31 15:00:00,0.0,0.0,0.0,0
2023-01-31 16:00:00,0.46,219.11,0.1,1
2023-01-31 17:00:00,0.48,228.46,0.109,1
2023-01-31 18:00:00,0.37,238.69,0.089,1
2023-01-31 19:00:00,0.48,214.71,0.102,1
2023-01-31 20:00:00,0.0,0.0,0.0,0
2023-01-31 21:00:00,0.0,0.0,0.0,0
2023-01-31 22:00:00,0.36,230.11,0.083,1
2023-01-31 23:00:00,0.37,235.45,0.088,1
2023-02-01 00:00:00,0.34,215.68,0.073,1
2023-02-01 01:00:00,0.36,224.92,0.082,1
2023-02-01 02:00:00,0.0,0.0,0.0,0
2023-02-01 03:00:00,0.52,234.64,0.123,1
2023-02-01 04:00:00,0.42,231.22,0.097,1
2023-02-01 05:00:00,0.0,0.0,0.0,0
2023-02-01 06:00:00,0.0,0.0,0.0,0
2023-02-01 07:00:00,0.0,0.0,0.0,0
2023-02-01 08:00:00,0.58,214.06,0.125,1
2023-02-01 09:00:00,0.53,233.14,0.124,1
2023-02-01 10:00:00,0.42,217.06,0.09,1
2023-02-01 11:00:00,0.0,0.0,0.0,0
2023-02-01 12:00:00,0.3,224.2,0.068,1
2023-02-01 13:00:00,0.0,0.0,0.0,0
2023-02-01 14:00:00,0.0,0.0,0.0,0
2023-02-01 15:00:00,0.52,234.93,0.121,1
2023-02-01 16:00:00,0.49,239.22,0.116,1
2023-02-01 17:00:00,0.0,0.0,0.0,0
2023-02-01 18:00:00,0.0,0.0,0.0,0
2023-02-01 19:00:00,0.42,214.83,0.09,1
2023-02-01 20:00:00,0.46,225.53,0.104,1
2023-02-01 21:00:00,0.31,231.15,0.072,1
2023-02-01 22:00:00,0.33,233.47,0.077,1
2023-02-01 23:00:00,0.4,226.13,0.09,1
2023-02-02 00:00:00,0.59,212.63,0.125,1
2023-02-02 01:00:00,0.51,239.71,0.123,1
2023-02-02 02:00:00,0.44,221.99,0.098,1
2023-02-02 03:00:00,0.56,227.35,0.126,1
2023-02-02 04:00:00,0.34,226.93,0.078,1
2023-02-02 05:00:00,0.0,0.0,0.0,0
2023-02-02 06:00:00,0.39,222.32,0.087,1
2023-02-02 07:00:00,0.52,214.71,0.111,1
2023-02-02 08:00:00,0.0,0.0,0.0,0
2023-02-02 09:00:00,0.3,210.83,0.063,1
2023-02-02 10:00:00,0.0,0.0,0.0,0
2023-02-02 11:00:00,0.57,225.42,0.128,1
2023-02-02 12:00:00,0.0,0.0,0.0,0
2023-02-02 13:00:00,0.3,211.32,0.063,1
2023-02-02 14:00:00,0.58,222.31,0.129,1
2023-02-02 15:00:00,0.43,212.1,0.09,1
2023-02-02 16:00:00,0.42,211.46,0.09,1
2023-02-02 17:00:00,0.46,235.39,0.107,1
2023-02-02 18:00:00,0.0,0.0,0.0,0
2023-02-02 19:00:00,0.0,0.0,0.0,0
2023-02-02 20:00:00,0.58,237.97,0.138,1
2023-02-02 21:00:00,0.49,228.16,0.113,1
2023-02-02 22:00:00,0.0,0.0,0.0,0
2023-02-02 23:00:00,0.41,214.48,0.089,1
2023-02-03 00:00:00,0.31,235.01,0.072,1
2023-02-03 01:00:00,0.31,210.5,0.066,1
2023-02-03 02:00:00,0.0,0.0,0.0,0
2023-02-03 03:00:00,0.0,0.0,0.0,0
2023-02-03 04:00:00,0.41,227.6,0.093,1
2023-02-03 05:00:00,0.46,213.92,0.098,1
2023-02-03 06:00:00,0.6,234.46,0.14,1
2023-02-03 07:00:00,0.0,0.0,0.0,0
2023-02-03 08:00:00,0.0,0.0,0.0,0
2023-02-03 09:00:00,0.51,227.36,0.116,1
2023-02-03 10:00:00,0.44,218.86,0.096,1
2023-02-03 11:00:00,0.54,215.02,0.116,1
2023-02-03 12:00:00,0.0,0.0,0.0,0
2023-02-03 13:00:00,0.55,233.49,0.129,1
2023-02-03 14:00:00,0.45,218.3,0.098,1
2023-02-03 15:00:00,0.38,218.61,0.084,1
2023-02-03 16:00:00,0.35,214.31,0.075,1
2023-02-03 17:00:00,0.0,0.0,0.0,0
2023-02-03 18:00:00,0.0,0.0,0.0,0
2023-02-03 19:00:00,0.51,225.61,0.115,1
2023-02-03 20:00:00,0.52,223.9,0.117,1
2023-02-03 21:00:00,0.54,223.87,0.12,1
2023-02-03 22:00:00,0.47,224.88,0.107,1
2023-02-03 23:00:00,0.0,0.0,0.0,0
2023-02-04 00:00:00,0.35,233.6,0.082,1
2023-02-04 01:00:00,0.0,0.0,0.0,0
2023-02-04 02:00:00,0.45,239.06,0.108,1
2023-02-04 03:00:00,0.47,226.17,0.107,1
2023-02-04 04:00:00,0.0,0.0,0.0,0
2023-02-04 05:00:00,0.57,230.29,0.131,1
2023-02-04 06:00:00,0.52,228.92,0.12,1
2023-02-04 07:00:00,0.54,226.8,0.122,1
2023-02-04 08:00:00,0.51,236.44,0.12,1
2023-02-04 09:00:00,0.0,0.0,0.0,0
2023-02-04 10:00:00,0.5,232.19,0.116,1
2023-02-04 11:00:00,0.0,0.0,0.0,0
2023-02-04 12:00:00,0.54,230.17,0.124,1
2023-02-04 13:00:00,0.0,0.0,0.0,0
2023-02-04 14:00:00,0.0,0.0,0.0,0
2023-02-04 15:00:00,0.47,226.29,0.106,1
2023-02-04 16:00:00,0.0,0.0,0.0,0
2023-02-04 17:00:00,0.0,0.0,0.0,0
2023-02-04 18:00:00,0.46,237.67,0.109,1
2023-02-04 19:00:00,0.0,0.0,0.0,0
2023-02-04 20:00:00,0.33,227.74,0.075,1
2023-02-04 21:00:00,0.0,0.0,0.0,0
2023-02-04 22:00:00,0.36,217.23,0.079,1
2023-02-04 23:00:00,0.55,215.51,0.118,1
2023-02-05 00:00:00,0.0,0.0,0.0,0
2023-02-05 01:00:00,0.35,215.53,0.076,1
2023-02-05 02:00:00,0.47,213.83,0.1,1
2023-02-05 03:00:00,0.0,0.0,0.0,0
2023-02-05 04:00:00,0.0,0.0,0.0,0
2023-02-05 05:00:00,0.0,0.0,0.0,0
2023-02-05 06:00:00,0.31,223.54,0.07,1
2023-02-05 07:00:00,0.0,0.0,0.0,0
2023-02-05 08:00:00,0.0,0.0,0.0,0
2023-02-05 09:00:00,0.0,0.0,0.0,0
2023-02-05 10:00:00,0.0,0.0,0.0,0
2023-02-05 11:00:00,0.0,0.0,0.0,0
2023-02-05 12:00:00,0.0,0.0,0.0,0
2023-02-05 13:00:00,0.0,0.0,0.0,0
2023-02-05 14:00:00,0.0,0.0,0.0,0
2023-02-05 15:00:00,0.32,221.35,0.07,1
2023-02-05 16:00:00,0.0,0.0,0.0,0
2023-02-05 17:00:00,0.36,217.51,0.079,1
2023-02-05 18:00:00,0.0,0.0,0.0,0
2023-02-05 19:00:00,0.0,0.0,0.0,0
2023-02-05 20:00:00,0.0,0.0,0.0,0
2023-02-05 21:00:00,0.0,0.0,0.0,0
2023-02-05 22:00:00,0.0,0.0,0.0,0
2023-02-05 23:00:00,0.0,0.0,0.0,0
2023-02-06 00:00:00,0.0,0.0,0.0,0
2023-02-06 01:00:00,0.0,0.0,0.0,0
2023-02-06 02:00:00,0.31,222.69,0.069,1
2023-02-06 03:00:00,0.32,230.86,0.074,1
2023-02-06 04:00:00,0.0,0.0,0.0,0
2023-02-06 05:00:00,0.49,231.08,0.112,1
2023-02-06 06:00:00,0.0,0.0,0.0,0
2023-02-06 07:00:00,0.57,228.63,0.129,1
2023-02-06 08:00:00,0.0,0.0,0.0,0
2023-02-06 09:00:00,0.31,230.15,0.072,1
2023-02-06 10:00:00,0.0,0.0,0.0,0
2023-02-06 11:00:00,0.49,224.88,0.111,1
2023-02-06 12:00:00,0.0,0.0,0.0,0
2023-02-06 13:00:00,0.0,0.0,0.0,0
2023-02-06 14:00:00,0.0,0.0,0.0,0
2023-02-06 15:00:00,0.5,237.36,0.119,1
2023-02-06 16:00:00,0.0,0.0,0.0,0
2023-02-06 17:00:00,0.4,217.33,0.086,1
2023-02-06 18:00:00,0.3,232.43,0.07,1
2023-02-06 19:00:00,0.0,0.0,0.0,0
2023-02-06 20:00:00,0.0,0.0,0.0,0
2023-02-06 21:00:00,0.42,213.17,0.09,1
2023-02-06 22:00:00,0.31,236.79,0.074,1
2023-02-06 23:00:00,0.0,0.0,0.0,0
2023-02-07 00:00:00,0.32,230.35,0.074,1
2023-02-07 01:00:00,0.0,0.0,0.0,0
2023-02-07 02:00:00,0.49,239.3,0.117,1
2023-02-07 03:00:00,0.52,228.48,0.119,1
2023-02-07 04:00:00,0.0,0.0,0.0,0
2023-02-07 05:00:00,0.34,223.63,0.076,1
2023-02-07 06:00:00,0.38,210.01,0.081,1
2023-02-07 07:00:00,0.37,233.75,0.086,1
2023-02-07 08:00:00,0.0,0.0,0.0,0
2023-02-07 09:00:00,0.59,213.51,0.125,1
2023-02-07 10:00:00,0.56,226.86,0.127,1
2023-02-07 11:00:00,0.0,0.0,0.0,0
2023-02-07 12:00:00,0.45,212.46,0.095,1
2023-02-07 13:00:00,0.47,233.42,0.11,1
2023-02-07 14:00:00,0.0,0.0,0.0,0
2023-02-07 15:00:00,0.32,226.08,0.072,1
2023-02-07 16:00:00,0.0,0.0,0.0,0
2023-02-07 17:00:00,0.38,231.51,0.088,1
2023-02-07 18:00:00,0.31,213.45,0.067,1
2023-02-07 19:00:00,0.0,0.0,0.0,0
2023-02-07 20:00:00,0.58,235.7,0.137,1
2023-02-07 21:00:00,0.0,0.0,0.0,0
2023-02-07 22:00:00,0.59,238.35,0.141,1
2023-02-07 23:00:00,0.0,0.0,0.0,0
2023-02-08 00:00:00,0.54,236.81,0.129,1
2023-02-08 01:00:00,0.53,236.22,0.125,1
2023-02-08 02:00:00,0.34,224.66,0.076,1
2023-02-08 03:00:00,0.39,214.4,0.083,1
2023-02-08 04:00:00,0.32,229.63,0.074,1
2023-02-08 05:00:00,0.45,211.23,0.096,1
2023-02-08 06:00:00,0.5,223.64,0.111,1
2023-02-08 07:00:00,0.0,0.0,0.0,0
2023-02-08 08:00:00,0.0,0.0,0.0,0
2023-02-08 09:00:00,0.35,225.11,0.078,1
2023-02-08 10:00:00,0.0,0.0,0.0,0
2023-02-08 11:00:00,0.0,0.0,0.0,0
2023-02-08 12:00:00,0.32,234.54,0.075,1
2023-02-08 13:00:00,0.33,219.32,0.073,1
2023-02-08 14:00:00,0.33,223.9,0.074,1
2023-02-08 15:00:00,0.0,0.0,0.0,0
2023-02-08 16:00:00,0.42,224.96,0.095,1
2023-02-08 17:00:00,0.0,0.0,0.0,0
2023-02-08 18:00:00,0.34,234.7,0.081,1
2023-02-08 19:00:00,0.59,230.89,0.136,1
2023-02-08 20:00:00,0.0,0.0,0.0,0
2023-02-08 21:00:00,0.0,0.0,0.0,0
2023-02-08 22:00:00,0.0,0.0,0.0,0
2023-02-08 23:00:00,0.0,0.0,0.0,0
2023-02-09 00:00:00,0.46,227.48,0.105,1
2023-02-09 01:00:00,0.39,234.42,0.091,1
2023-02-09 02:00:00,0.37,229.1,0.085,1
2023-02-09 03:00:00,0.33,223.62,0.074,1
2023-02-09 04:00:00,0.34,220.05,0.075,1
2023-02-09 05:00:00,0.53,230.98,0.122,1
2023-02-09 06:00:00,0.53,230.1,0.123,1
2023-02-09 07:00:00,0.0,0.0,0.0,0
2023-02-09 08:00:00,0.0,0.0,0.0,0
2023-02-09 09:00:00,0.34,229.88,0.078,1
2023-02-09 10:00:00,0.0,0.0,0.0,0
2023-02-09 11:00:00,0.31,211.1,0.065,1
2023-02-09 12:00:00,0.59,227.36,0.135,1
2023-02-09 13:00:00,0.53,219.13,0.116,1
2023-02-09 14:00:00,0.0,0.0,0.0,0
2023-02-09 15:00:00,0.0,0.0,0.0,0
2023-02-09 16:00:00,0.44,222.95,0.098,1
2023-02-09 17:00:00,0.0,0.0,0.0,0
2023-02-09 18:00:00,0.4,214.49,0.087,1
2023-02-09 19:00:00,0.0,0.0,0.0,0
2023-02-09 20:00:00,0.0,0.0,0.0,0
2023-02-09 21:00:00,0.45,215.48,0.098,1
2023-02-09 22:00:00,0.31,230.54,0.071,1
2023-02-09 23:00:00,0.0,0.0,0.0,0
2023-02-10 00:00:00,0.46,233.26,0.107,1
2023-02-10 01:00:00,0.3,233.03,0.071,1
2023-02-10 02:00:00,0.44,236.87,0.103,1
2023-02-10 03:00:00,0.0,0.0,0.0,0
2023-02-10 04:00:00,0.49,228.37,0.112,1
2023-02-10 05:00:00,0.48,214.38,0.103,1
2023-02-10 06:00:00,0.0,0.0,0.0,0
2023-02-10 07:00:00,0.59,222.24,0.131,1
2023-02-10 08:00:00,0.41,222.65,0.091,1
2023-02-10 09:00:00,0.0,0.0,0.0,0
2023-02-10 10:00:00,0.0,0.0,0.0,0
2023-02-10 11:00:00,0.43,239.37,0.103,1
2023-02-10 12:00:00,0.0,0.0,0.0,0
2023-02-10 13:00:00,0.38,232.33,0.089,1
2023-02-10 14:00:00,0.39,232.86,0.092,1
2023-02-10 15:00:00,0.3,217.31,0.066,1
2023-02-10 16:00:00,0.48,211.58,0.102,1
2023-02-10 17:00:00,0.0,0.0,0.0,0
2023-02-10 18:00:00,0.0,0.0,0.0,0
2023-02-10 19:00:00,0.0,0.0,0.0,0
2023-02-10 20:00:00,0.0,0.0,0.0,0
2023-02-10 21:00:00,0.0,0.0,0.0,0
2023-02-10 22:00:00,0.37,221.67,0.082,1
2023-02-10 23:00:00,0.31,219.73,0.069,1
2023-02-11 00:00:00,0.59,233.08,0.138,1
2023-02-11 01:00:00,0.39,221.61,0.087,1
2023-02-11 02:00:00,0.43,222.96,0.096,1
2023-02-11 03:00:00,0.0,0.0,0.0,0
2023-02-11 04:00:00,0.39,236.42,0.092,1
2023-02-11 05:00:00,0.37,221.27,0.081,1
2023-02-11 06:00:00,0.32,232.51,0.073,1
2023-02-11 07:00:00,0.51,218.78,0.112,1
2023-02-11 08:00:00,0.47,232.67,0.11,1
2023-02-11 09:00:00,0.0,0.0,0.0,0
2023-02-11 10:00:00,0.57,210.46,0.121,1
2023-02-11 11:00:00,0.59,232.53,0.138,1
2023-02-11 12:00:00,0.0,0.0,0.0,0
2023-02-11 13:00:00,0.0,0.0,0.0,0
2023-02-11 14:00:00,0.38,221.59,0.084,1
2023-02-11 15:00:00,0.0,0.0,0.0,0
2023-02-11 16:00:00,0.0,0.0,0.0,0
2023-02-11 17:00:00,0.0,0.0,0.0,0
2023-02-11 18:00:00,0.51,221.99,0.112,1
2023-02-11 19:00:00,0.44,230.42,0.102,1
2023-02-11 20:00:00,0.42,217.73,0.092,1
2023-02-11 21:00:00,0.42,232.2,0.097,1
2023-02-11 22:00:00,0.31,235.34,0.073,1
2023-02-11 23:00:00,0.31,215.25,0.067,1
2023-02-12 00:00:00,0.54,219.22,0.118,1
2023-02-12 01:00:00,0.0,0.0,0.0,0
2023-02-12 02:00:00,0.0,0.0,0.0,0
2023-02-12 03:00:00,0.51,222.25,0.114,1
2023-02-12 04:00:00,0.0,0.0,0.0,0
2023-02-12 05:00:00,0.59,222.24,0.131,1
2023-02-12 06:00:00,0.44,220.55,0.098,1
2023-02-12 07:00:00,0.57,217.84,0.124,1
2023-02-12 08:00:00,0.44,231.39,0.102,1
2023-02-12 09:00:00,0.0,0.0,0.0,0
2023-02-12 10:00:00,0.5,234.48,0.117,1
2023-02-12 11:00:00,0.45,231.58,0.103,1
2023-02-12 12:00:00,0.35,210.73,0.074,1
2023-02-12 13:00:00,0.39,210.77,0.081,1
2023-02-12 14:00:00,0.0,0.0,0.0,0
2023-02-12 15:00:00,0.3,235.89,0.071,1
2023-02-12 16:00:00,0.0,0.0,0.0,0
2023-02-12 17:00:00,0.0,0.0,0.0,0
2023-02-12 18:00:00,0.59,216.41,0.128,1
2023-02-12 19:00:00,0.41,220.84,0.089,1
2023-02-12 20:00:00,0.46,232.97,0.106,1
2023-02-12 21:00:00,0.36,229.9,0.082,1
2023-02-12 22:00:00,0.0,0.0,0.0,0
2023-02-12 23:00:00,0.0,0.0,0.0,0
2023-02-13 00:00:00,0.53,239.24,0.127,1
